timestamp_ms,cpu_usage,available_workers,io_queue,cpu_queue
6763,0.8000,0,1,87
6773,0.8000,0,1,87
6783,0.9000,0,2,87
6793,0.9000,0,2,87
6803,0.9000,0,1,87
6813,0.9000,0,1,87
6823,0.8000,0,2,87
6833,0.8000,0,2,87
6843,1.0000,0,3,87
6853,1.0000,0,3,87
6864,1.0000,0,0,88
6874,1.0000,0,0,88
6884,0.9000,0,1,88
6894,0.9000,0,1,88
6904,0.9000,0,2,88
6914,0.9000,0,2,88
6924,0.9000,0,3,88
6934,0.9000,0,3,88
6944,1.0000,0,4,88
6954,1.0000,0,4,88
6964,0.9000,0,1,88
6974,0.9000,0,1,88
6984,0.8000,0,2,88
6994,0.8000,0,2,88
7005,0.8000,0,3,88
7015,0.8000,0,3,88
7025,1.0000,0,4,88
7035,1.0000,0,4,88
7045,0.9000,0,2,88
7055,0.9000,0,2,88
7065,0.9000,0,3,88
7075,0.9000,0,3,88
7085,0.8000,0,3,89
7095,0.8000,0,3,89
7105,0.8000,0,4,89
7116,0.8000,0,4,89
7126,0.8000,0,4,90
7136,0.8000,0,4,90
7146,1.0000,0,5,90
7156,1.0000,0,5,90
7166,0.9000,0,1,90
7176,0.9000,0,1,90
7186,0.8000,0,2,90
7196,0.8000,0,2,90
7206,0.8000,0,3,90
7216,0.8000,0,3,90
7226,1.0000,0,3,91
7237,1.0000,0,3,91
7247,0.9000,0,0,92
7257,0.9000,0,0,92
7267,0.9000,0,1,92
7277,0.9000,0,1,92
7287,0.8000,0,2,92
7297,0.8000,0,2,92
7307,0.8000,0,2,93
7317,0.8000,0,2,93
7327,0.8000,0,3,93
7337,0.8000,0,3,93
7347,0.9000,0,4,93
7357,0.9000,0,4,93
7368,0.8000,0,1,93
7378,0.8000,0,1,93
7388,0.9000,0,2,93
7398,0.9000,0,2,93
7408,0.9000,0,1,93
7418,0.9000,0,1,93
7428,0.8000,0,1,94
7438,0.8000,0,1,94
7448,0.8000,0,1,95
7458,0.8000,0,1,95
7468,0.8000,0,1,95
7479,0.7000,1,1,95
7489,0.9000,0,2,95
7500,0.9000,0,2,95
7510,0.9000,0,0,96
7520,0.9000,0,0,96
7530,0.9000,0,1,96
7540,0.9000,0,1,96
7550,0.8000,0,2,96
7560,0.7000,1,2,96
7570,0.8000,0,1,96
7580,0.8000,0,1,96
7590,0.7000,1,0,97
7600,0.7000,1,0,97
7610,0.8000,0,1,97
7620,0.7000,1,1,97
7630,0.7000,1,0,98
7641,0.7000,1,0,98
7651,0.7000,1,1,98
7661,0.7000,1,1,98
7671,0.7000,1,0,99
7681,0.7000,1,0,99
7691,0.7000,1,1,99
7701,0.7000,1,1,99
7711,0.8000,0,1,99
7721,0.8000,0,1,99
7731,0.8000,0,1,99
7742,0.7000,1,1,99
7752,0.7000,1,2,99
7762,0.7000,1,2,99
7772,0.9500,1,0,100
7782,0.9500,1,0,100
7792,0.9500,1,1,99
7802,0.9500,1,1,99
7812,0.9500,1,1,100
7822,0.9500,1,1,100
7834,0.9500,1,0,101
7844,0.8500,2,0,102
7854,0.8500,2,0,102
7864,0.9500,1,1,102
7874,0.9500,1,1,102
7884,0.8500,2,0,103
7894,0.8500,2,0,103
7904,0.8500,2,1,103
7915,0.8500,2,1,103
7926,0.8500,2,0,104
7936,0.8500,2,0,104
7946,0.8500,2,0,104
7957,0.7500,3,1,104
7967,0.8500,2,1,104
7977,0.8500,2,1,104
7987,0.9500,1,1,103
7997,0.9500,1,1,103
8007,0.8500,2,0,104
8017,0.8500,2,0,104
8027,0.9500,1,1,104
8037,0.9500,1,1,104
8047,0.9500,1,1,104
8057,0.9500,1,1,104
8067,0.9500,1,1,105
8079,0.9500,1,1,105
8090,0.9500,1,1,105
8101,0.9500,1,1,105
8111,0.9500,1,2,105
8121,0.9500,1,2,105
8131,0.9500,1,1,106
8141,0.9500,1,1,106
8151,0.9500,1,2,106
8161,0.9500,1,2,106
8171,0.9500,1,1,107
8181,0.9500,1,1,107
8192,0.8500,2,0,107
8202,0.8500,2,0,107
8212,0.9500,1,1,107
8222,0.9500,1,1,107
8232,0.9500,1,1,107
8242,0.9500,1,1,107
8252,0.9500,1,1,107
8262,0.9500,1,1,107
8272,0.9500,1,2,107
8282,0.9500,1,2,107
8292,0.9500,1,2,107
8302,0.9500,1,2,107
8312,0.9500,1,3,107
8322,0.9500,1,3,107
8332,0.9500,1,2,108
8343,0.9500,1,2,108
8353,0.9500,1,2,109
8363,0.9500,1,2,109
8373,0.7000,1,2,109
8383,0.7000,1,2,109
8393,0.8000,0,1,109
8403,0.8000,0,1,109
8415,0.8000,0,1,109
8425,0.8000,0,1,109
8436,0.8000,0,1,109
8446,0.8000,0,1,109
8456,0.8000,0,1,109
8466,0.8000,0,1,109
8476,0.8000,0,1,110
8486,0.8000,0,1,110
8496,0.8000,0,1,110
8506,0.8000,0,1,110
8516,0.8000,0,1,111
8526,0.8000,0,1,111
8536,0.8000,0,1,111
8546,0.8000,0,1,111
8556,0.8000,0,1,112
8566,0.8000,0,1,112
8577,0.7000,1,1,112
8587,0.7000,1,1,112
8597,0.7000,1,1,112
8607,0.7000,1,1,112
8617,0.7000,1,1,112
8627,0.7000,1,1,112
8637,0.9500,1,0,113
8647,0.9500,1,0,113
8657,0.9500,1,1,112
8667,0.9500,1,1,112
8677,0.9500,1,2,112
8687,0.9500,1,2,112
8697,0.9500,1,2,112
8707,0.9500,1,2,112
8717,0.9500,1,2,113
8728,0.9500,1,2,113
8738,0.9500,1,1,114
8748,0.9500,1,1,114
8758,0.9500,1,1,115
8768,0.9500,1,1,115
8778,0.9500,1,1,115
8788,0.9500,1,1,115
